Header,Length,phage_score,chromosome_score,plasmid_score,Possible_source
942254,500,0.00703144166618586,0.913533806800842,0.0794347524642944,chromosome
3741999,500,0.031811997294426,0.33241480588913,0.635773241519928,plasmid
1667221,500,0.130088970065117,0.133510038256645,0.736400902271271,plasmid
2105004,500,0.0224425457417965,0.44990274310112,0.527654707431793,plasmid
3986917,500,0.486921399831772,0.36609274148941,0.146985903382301,phage
2115925,500,1.82966759894043e-05,0.980147242546082,0.0198344066739082,chromosome
694277,500,0.0013219170505181,0.384061425924301,0.614616692066193,plasmid
163852,500,0.331052482128143,0.408442556858063,0.260504931211472,chromosome
605808,500,0.169032350182533,0.454908937215805,0.3760586977005,chromosome
1726749,500,0.0242807008326054,0.793689846992493,0.182029381394386,chromosome
2493608,500,0.0421637035906315,0.385552406311035,0.572283864021301,plasmid
1167648,500,0.251356959342957,0.278637588024139,0.470005422830582,plasmid
969949,500,0.0306512825191021,0.626876056194305,0.342472672462463,chromosome
3162575,500,0.000293232849799097,0.295165836811066,0.704540908336639,plasmid
205254,500,0.169915840029716,0.230642169713974,0.599442005157471,plasmid
2562279,500,0.0278390645980835,0.614001631736755,0.358159303665161,chromosome
483478,500,0.833233952522278,0.0687249228358269,0.0980411097407341,phage
3802746,500,0.00449660280719399,0.771888732910156,0.223614722490311,chromosome
1308216,500,0.0710632428526878,0.894495189189911,0.0344415716826916,chromosome
3669903,500,0.00154256180394441,0.860021650791168,0.138435766100883,chromosome
1405855,500,0.0134780835360289,0.965928196907043,0.0205937996506691,chromosome
3986290,500,0.999980092048645,4.10278789786389e-06,1.58288021339104e-05,phage
1401617,500,0.366988658905029,0.534304201602936,0.0987071618437767,chromosome
4160668,500,0.382085174322128,0.324121832847595,0.293793052434921,phage
530628,500,0.0513510555028915,0.819281280040741,0.1293675750494,chromosome
4038574,500,0.085384912788868,0.821138739585876,0.0934763923287392,chromosome
459031,500,0.0610364675521851,0.321246206760406,0.617717325687408,plasmid
3866281,500,0.813356876373291,0.129004538059235,0.0576386600732803,phage
1578325,500,0.375421166419983,0.288746654987335,0.335832148790359,phage
3540410,500,0.760252416133881,0.0262363012880087,0.213511228561401,phage
3216525,500,0.052512139081955,0.902359306812286,0.045128557831049,chromosome
1538290,500,0.0101896217092872,0.634921491146088,0.354888916015625,chromosome
2559504,500,0.0302440915256739,0.722018539905548,0.24773733317852,chromosome
3742244,500,0.91208952665329,0.0204289089888334,0.067481629550457,phage
1385153,500,0.00818414147943258,0.788591682910919,0.20322422683239,chromosome
3548734,500,0.0381961688399315,0.714038491249084,0.247765317559242,chromosome
4072956,500,0.308226525783539,0.405927002429962,0.285846501588821,chromosome
3638264,500,0.952123641967773,0.0345629453659058,0.0133134722709656,phage
594682,500,0.147119730710983,0.523651003837585,0.329229325056076,chromosome
4113332,500,0.00549670029431581,0.958759546279907,0.0357437916100025,chromosome
301009,500,0.170141205191612,0.408367425203323,0.421491324901581,plasmid
3681201,500,0.00443814462050796,0.917289137840271,0.0782727524638176,chromosome
1857851,500,0.282949566841125,0.264707833528519,0.452342629432678,plasmid
1529207,500,0.50347363948822,0.0706553906202316,0.425871014595032,phage
3716304,500,0.99767142534256,0.000371797563275322,0.0019567790441215,phage
2455678,500,0.0199966784566641,0.534563541412354,0.445439785718918,chromosome
4157136,500,0.285141348838806,0.359441965818405,0.355416715145111,chromosome
4114090,500,0.00338911172002554,0.869074642658234,0.12753626704216,chromosome
4132833,500,0.671983480453491,0.018801711499691,0.309214770793915,phage
2062890,500,0.0246578734368086,0.937271296977997,0.0380708426237106,chromosome
3767781,500,0.879561543464661,0.0176574736833572,0.102781012654305,phage
4132533,500,0.464094907045364,0.106709308922291,0.429195791482925,phage
2769130,500,0.393804579973221,0.442357242107391,0.163838133215904,chromosome
4093502,500,0.199888586997986,0.379869401454926,0.420242011547089,plasmid
4106572,500,0.977568924427032,0.00522505398839712,0.0172059834003448,phage
3112967,500,0.00597379123792052,0.729638338088989,0.264387935400009,chromosome
1202975,500,0.0633663088083267,0.502537906169891,0.434095829725266,chromosome
2886336,500,0.017772963270545,0.704126954078674,0.278100043535233,chromosome
3968303,500,0.816055476665497,0.132016658782959,0.0519278421998024,phage
2868385,500,0.0230284407734871,0.677637577056885,0.299333900213242,chromosome
38737,500,0.0538542121648788,0.475348025560379,0.470797806978226,chromosome
2091799,500,0.118452422320843,0.182891637086868,0.698655903339386,plasmid
2484768,500,0.00427047768607736,0.925168454647064,0.0705610662698746,chromosome
3670773,500,0.0126998657360673,0.237308785319328,0.749991357326508,plasmid
3935111,500,0.00635346863418818,0.913712799549103,0.0799337700009346,chromosome
2634052,500,0.00727276690304279,0.788261651992798,0.204465612769127,chromosome
4072264,500,0.0657980889081955,0.162746012210846,0.771455943584442,plasmid
3805011,500,0.00762838451191783,0.559548854827881,0.43282276391983,chromosome
1082480,500,0.328956574201584,0.572292864322662,0.0987505912780762,chromosome
850773,500,0.0546840913593769,0.614268064498901,0.331047862768173,chromosome
1213195,500,0.232075750827789,0.266353666782379,0.501570641994476,plasmid
4113989,500,0.0552600063383579,0.472139328718185,0.472600668668747,plasmid
106640,500,0.501944243907928,0.0974374487996101,0.400618255138397,phage
3631124,500,0.00792318768799305,0.123088128864765,0.868988633155823,plasmid
2924884,500,0.00211177137680352,0.971421360969543,0.0264668539166451,chromosome
1351435,500,0.0392386615276337,0.469655305147171,0.491106063127518,plasmid
130651,500,0.00440698489546776,0.820323646068573,0.175269395112991,chromosome
2808460,500,0.0189988818019629,0.872372627258301,0.108628466725349,chromosome
4171185,500,0.233032450079918,0.3184974193573,0.448470145463943,plasmid
427127,500,0.0264350883662701,0.30928248167038,0.664282441139221,plasmid
3901565,500,0.0389179140329361,0.359370172023773,0.601711928844452,plasmid
1032289,500,0.219611689448357,0.713750898838043,0.0666373521089554,chromosome
2603726,500,0.00252461852505803,0.580974936485291,0.416500359773636,chromosome
734741,500,0.591200411319733,0.235608845949173,0.173190742731094,phage
3839906,500,0.999634146690369,0.0001401567569701,0.000225725845666602,phage
70239,500,0.299684673547745,0.1580910384655,0.542224287986755,plasmid
3862403,500,0.654881358146667,0.0460552386939526,0.299063384532928,phage
3799122,500,0.00708560226485133,0.511168301105499,0.481746137142181,chromosome
3811889,500,0.993007779121399,0.00133378768805414,0.00565845984965563,phage
4105181,500,0.915817081928253,0.0125575512647629,0.0716254115104675,phage
2669307,500,0.00170057651121169,0.717741131782532,0.280558317899704,chromosome
3905412,500,0.996159315109253,0.00178148760460317,0.00205910298973322,phage
3613024,500,0.996826589107513,0.000840832595713437,0.00233254209160805,phage
3148467,500,0.0828452333807945,0.0664747506380081,0.850679993629456,plasmid
4163516,500,0.290839076042175,0.44699963927269,0.26216134428978,chromosome
3748621,500,0.764443218708038,0.149581462144852,0.0859753414988518,phage
891252,500,0.000969969900324941,0.919752776622772,0.0792771950364113,chromosome
2410337,500,0.0805239826440811,0.710966527462006,0.208509474992752,chromosome
2371522,500,0.131905823945999,0.358296036720276,0.509798109531403,plasmid
3948300,500,0.501848697662354,0.0510632060468197,0.447088003158569,phage
23267,500,0.329162806272507,0.31591060757637,0.354926645755768,plasmid
3900440,500,0.0190828535705805,0.474457412958145,0.506459712982178,plasmid
3678463,500,3.51471244357526e-05,0.90499883890152,0.0949659496545792,chromosome
1774819,500,0.000754635315388441,0.0933805927634239,0.905864834785461,plasmid
796334,500,0.0403918102383614,0.279630035161972,0.67997819185257,plasmid
2276825,500,0.00296421651728451,0.343402922153473,0.653632879257202,plasmid
3443660,500,0.0058706128038466,0.466359674930573,0.52776974439621,plasmid
1865708,500,0.258575737476349,0.411574959754944,0.329849302768707,chromosome
2632619,500,0.362598478794098,0.201528653502464,0.435872912406921,plasmid
3689974,500,0.912687718868256,0.0300359856337309,0.0572762377560139,phage
1060017,500,0.00243850145488977,0.551617980003357,0.445943504571915,chromosome
3776987,500,0.675496101379395,0.255552738904953,0.0689511597156525,phage
3866636,500,0.991741895675659,0.00811663083732128,0.000141517128213309,phage
4166002,500,0.101384855806828,0.850411176681519,0.0482039675116539,chromosome
1516169,500,0.000445229787146673,0.973536193370819,0.0260186400264502,chromosome
3798404,500,0.0286871865391731,0.761369645595551,0.209943145513535,chromosome
1378504,500,0.139275714755058,0.785236954689026,0.0754872411489487,chromosome
2949208,500,0.023370835930109,0.332800537347794,0.643828630447388,plasmid
903035,500,0.511614739894867,0.245410948991776,0.242974296212196,phage
4165761,500,0.00263112946413457,0.890864849090576,0.106504067778587,chromosome
692720,500,0.153649106621742,0.525441527366638,0.320909321308136,chromosome
222421,500,0.00131494249217212,0.123748376965523,0.874936699867249,plasmid
956403,500,0.00429103197529912,0.715613126754761,0.280095815658569,chromosome
3673880,500,0.283841609954834,0.155672311782837,0.560486018657684,plasmid
3400463,500,0.0302471332252026,0.670036435127258,0.29971644282341,chromosome
2533633,500,0.572759330272675,0.25020095705986,0.177039712667465,phage
3474983,500,0.268670678138733,0.46299335360527,0.268335938453674,chromosome
175145,500,0.775300741195679,0.109744980931282,0.114954262971878,phage
1505067,500,0.227783858776093,0.497492909431458,0.27472323179245,chromosome
3638049,500,0.989202797412872,0.00063868728466332,0.0101585341617465,phage
3074567,500,0.141299024224281,0.318920195102692,0.539780795574188,plasmid
702432,500,0.00753513863310218,0.814945995807648,0.177518859505653,chromosome
2308803,500,0.00369155826047063,0.803260087966919,0.193048372864723,chromosome
2777960,500,0.0718891471624374,0.422802329063416,0.505308568477631,plasmid
1046179,500,0.149477571249008,0.37628361582756,0.474238842725754,plasmid
3827738,500,0.999887585639954,5.40185428690165e-05,5.84223453188315e-05,phage
2359570,500,0.00940879993140697,0.818153500556946,0.172437757253647,chromosome
3751879,500,0.119302280247211,0.466000854969025,0.4146968126297,chromosome
4158008,500,0.0308661311864853,0.563868403434753,0.4052654504776,chromosome
2931445,500,0.277811139822006,0.355021446943283,0.367167413234711,plasmid
3012581,500,0.0220522340387106,0.422295302152634,0.555652499198914,plasmid
3902973,500,0.0310973823070526,0.446785688400269,0.522116899490356,plasmid
4148875,500,0.965088903903961,0.0282561779022217,0.00665496708825231,phage
3867826,500,0.949410200119019,0.00646957568824291,0.0441201888024807,phage
549261,500,0.0879158303141594,0.405500441789627,0.506583750247955,plasmid
1618715,500,0.00969183910638094,0.754480302333832,0.235827848315239,chromosome
2438339,500,0.0203584097325802,0.449503064155579,0.530138492584229,plasmid
3862247,500,0.919758558273315,0.0208092238754034,0.0594322979450226,phage
398833,500,0.640926420688629,0.222959980368614,0.136113524436951,phage
1342541,500,0.0235756020992994,0.118164896965027,0.858259499073029,plasmid
3903624,500,0.0911329984664917,0.536884129047394,0.371982872486115,chromosome
3695204,500,0.164437890052795,0.0456109680235386,0.789951145648956,plasmid
599621,500,0.0208272598683834,0.904444813728333,0.0747279152274132,chromosome
3985778,500,0.609624922275543,0.218263804912567,0.172111332416534,phage
3626367,500,0.00637666275724769,0.935213208198547,0.0584101192653179,chromosome
3827864,500,0.996529996395111,0.00298325275070965,0.000486827571876347,phage
3664085,500,0.01344327442348,0.372137188911438,0.61441957950592,plasmid
3860046,500,0.389734387397766,0.330725789070129,0.279539823532104,phage
3253358,500,0.0060949451290071,0.546142160892487,0.447762906551361,chromosome
430614,500,0.0449198558926582,0.228183373808861,0.7268967628479,plasmid
612386,500,0.0106819029897451,0.750537276268005,0.23878076672554,chromosome
