Header,Length,phage_score,chromosome_score,plasmid_score,Possible_source
3898938,500,0.00324738584458828,0.987762808799744,0.00898980535566807,chromosome
3665535,500,0.000117727860924788,0.795576155185699,0.204306185245514,chromosome
4165097,500,0.510979056358337,0.250124782323837,0.238896146416664,phage
3955840,500,0.372850298881531,0.46958115696907,0.157568544149399,chromosome
3161281,500,0.144596114754677,0.367670565843582,0.487733364105225,plasmid
833354,500,0.100930511951447,0.498781561851501,0.400287926197052,chromosome
579378,500,0.0166955851018429,0.472622901201248,0.510681509971619,plasmid
1779624,500,0.113037943840027,0.724511444568634,0.162450581789017,chromosome
4109420,500,0.0295289643108845,0.293488621711731,0.676982402801514,plasmid
1288718,500,0.0344176180660725,0.64253443479538,0.323047995567322,chromosome
2132052,500,0.0629329159855843,0.36343777179718,0.573629379272461,plasmid
1514774,500,0.255865007638931,0.268106073141098,0.476028889417648,plasmid
939675,500,0.117067441344261,0.396110713481903,0.486821889877319,plasmid
2100875,500,0.0661928728222847,0.669165074825287,0.264642059803009,chromosome
1226002,500,0.204364612698555,0.228382244706154,0.567253172397614,plasmid
3737312,500,0.498190075159073,0.190325245261192,0.311484694480896,phage
3954627,500,0.972261488437653,0.00451133539900184,0.023227171972394,phage
1717015,500,0.00146831281017512,0.946405708789825,0.052125945687294,chromosome
2344497,500,0.00165370281320065,0.394701987504959,0.60364431142807,plasmid
1885917,500,0.0721930637955666,0.615424990653992,0.31238204240799,chromosome
2352425,500,0.162696361541748,0.213969528675079,0.623334109783173,plasmid
4114389,500,0.0850008055567741,0.777532875537872,0.137466385960579,chromosome
3796909,500,0.0257285628467798,0.913433134555817,0.0608383640646935,chromosome
1725416,500,0.342223137617111,0.296399652957916,0.36137717962265,plasmid
3986917,500,0.486921399831772,0.36609274148941,0.146985903382301,phage
1511633,500,0.0934973880648613,0.376923114061356,0.52957957983017,plasmid
2283969,500,0.0624860003590584,0.716103613376617,0.221410408616066,chromosome
3663643,500,5.04361960338429e-05,0.379862308502197,0.620087206363678,plasmid
2243382,500,0.00835227593779564,0.975348293781281,0.0162993334233761,chromosome
3174754,500,0.683180809020996,0.240523785352707,0.0762953907251358,phage
3198634,500,0.0153171624988317,0.980079710483551,0.00460321269929409,chromosome
1396968,500,0.165114641189575,0.510127186775208,0.324758172035217,chromosome
3275340,500,0.000871352211106569,0.971391439437866,0.0277372300624847,chromosome
3977403,500,0.124461688101292,0.43910875916481,0.436429619789124,chromosome
3693916,500,0.171282470226288,0.162102073431015,0.66661548614502,plasmid
1775731,500,0.00044943910324946,0.370898425579071,0.628652095794678,plasmid
1965150,500,0.0491105169057846,0.195484712719917,0.755404770374298,plasmid
3199690,500,0.0119691453874111,0.255943089723587,0.732087790966034,plasmid
3898673,500,0.0618407912552357,0.817300260066986,0.120858930051327,chromosome
2986262,500,0.940982639789581,0.0440157800912857,0.0150015233084559,phage
4108443,500,0.988938808441162,0.00108101067598909,0.0099802054464817,phage
2390962,500,0.131967589259148,0.401856988668442,0.466175377368927,plasmid
3807168,500,0.00388551689684391,0.515541791915894,0.480572760105133,chromosome
1345809,500,0.016693901270628,0.374353855848312,0.608952224254608,plasmid
3921367,500,0.944910228252411,0.0434369221329689,0.0116528421640396,phage
921176,500,0.00337586877867579,0.515874862670898,0.480749279260635,chromosome
2799297,500,0.0160950347781181,0.912350356578827,0.0715546235442162,chromosome
3627723,500,0.0178478732705116,0.838438451290131,0.143713563680649,chromosome
3042538,500,0.00920908898115158,0.917325735092163,0.0734652131795883,chromosome
4167140,500,0.0458500757813454,0.730408847332001,0.223741069436073,chromosome
2221958,500,0.0339896157383919,0.849612414836884,0.116397961974144,chromosome
1029292,500,0.0659594982862473,0.394023180007935,0.540017306804657,plasmid
3695220,500,0.976216495037079,0.00850309059023857,0.0152803538367152,phage
4112392,500,0.939467310905457,0.0501462332904339,0.0103865163400769,phage
2511019,500,0.265733897686005,0.226546570658684,0.507719576358795,plasmid
3667593,500,0.00982373394072056,0.1964410841465,0.793735206127167,plasmid
2579079,500,0.590403258800507,0.15454488992691,0.255051851272583,phage
3669702,500,0.00558713776990771,0.480211347341537,0.514201521873474,plasmid
805665,500,0.000999944633804262,0.257735699415207,0.741264402866364,plasmid
3103495,500,0.0390444658696651,0.705708920955658,0.255246639251709,chromosome
1599366,500,0.0224809926003218,0.516825675964355,0.460693389177322,chromosome
4165829,500,0.276000201702118,0.67278790473938,0.0512118823826313,chromosome
980644,500,0.113384246826172,0.499252080917358,0.38736367225647,chromosome
3867722,500,0.865280747413635,0.0323426015675068,0.102376624941826,phage
1532883,500,0.0345668382942677,0.80470484495163,0.160728365182877,chromosome
4035643,500,0.920412480831146,0.0219354517757893,0.0576520711183548,phage
2989108,500,0.087124690413475,0.205771893262863,0.707103371620178,plasmid
3811361,500,0.998915910720825,0.000421199074480683,0.00066288752714172,phage
1078050,500,0.00254494906403124,0.201317548751831,0.796137511730194,plasmid
3749979,500,0.934059679508209,0.0386730581521988,0.027267262339592,phage
1467014,500,0.000102904814411886,0.901538372039795,0.0983586832880974,chromosome
1641124,500,0.468124330043793,0.163975685834885,0.36790007352829,phage
3990586,500,0.0733613595366478,0.808887779712677,0.117750898003578,chromosome
2471881,500,0.334327608346939,0.444158285856247,0.221514031291008,chromosome
850959,500,0.0212578997015953,0.621769845485687,0.356972277164459,chromosome
19596,500,0.22450852394104,0.357227653264999,0.418263822793961,plasmid
1903130,500,0.0327829383313656,0.711109757423401,0.256107211112976,chromosome
3164169,500,0.0242180489003658,0.949188709259033,0.0265932567417622,chromosome
1370354,500,0.239466220140457,0.343853026628494,0.416680812835693,plasmid
2876177,500,4.22446173615754e-05,0.00688092783093452,0.993076801300049,plasmid
549416,500,0.0224341526627541,0.887251198291779,0.0903146117925644,chromosome
3896082,500,0.515125095844269,0.444101512432098,0.0407733432948589,phage
4164258,500,0.1674884557724,0.40535095334053,0.427160650491714,plasmid
888787,500,0.00341803743503988,0.87687087059021,0.119711101055145,chromosome
1963809,500,0.114101611077785,0.806246876716614,0.0796514376997948,chromosome
398813,500,0.106388740241528,0.344466477632523,0.549144864082336,plasmid
1943412,500,0.0247989054769278,0.567371189594269,0.407829910516739,chromosome
1108883,500,0.0041257250122726,0.966213762760162,0.0296605341136456,chromosome
4035611,500,0.989241898059845,0.00345908012241125,0.00729910004884005,phage
4158567,500,0.0154196061193943,0.912168502807617,0.0724119246006012,chromosome
3625116,500,0.00653031747788191,0.966175675392151,0.0272940061986446,chromosome
100973,500,0.206829041242599,0.195124477148056,0.598046481609344,plasmid
4093769,500,0.468335181474686,0.307684361934662,0.223980471491814,phage
2347423,500,0.347355931997299,0.51372241973877,0.138921648263931,chromosome
3836064,500,0.994902014732361,0.000216817192267627,0.00488120503723621,phage
4158434,500,0.0817487016320229,0.702110052108765,0.216141238808632,chromosome
3944378,500,0.70547616481781,0.155255451798439,0.139268353581429,phage
1687188,500,0.00755832251161337,0.422070890665054,0.570370852947235,plasmid
3674729,500,0.00195725657977164,0.722979843616486,0.27506285905838,chromosome
835600,500,0.0240547675639391,0.891491055488586,0.0844541564583778,chromosome
149244,500,0.00561741041019559,0.825124621391296,0.169257983565331,chromosome
3762117,500,0.138339430093765,0.366957396268845,0.494703203439713,plasmid
2124420,500,0.0363805033266544,0.188011094927788,0.775608360767365,plasmid
3165936,500,0.000623471336439252,0.823987901210785,0.175388619303703,chromosome
3934912,500,0.14461787045002,0.679305553436279,0.176076546311378,chromosome
82243,500,0.680721580982208,0.286713063716888,0.032565426081419,phage
808395,500,0.00315998587757349,0.114319808781147,0.882520198822021,plasmid
710795,500,0.291224509477615,0.0664684250950813,0.642307043075562,plasmid
4021705,500,0.991520941257477,0.00152916845399886,0.00694994442164898,phage
2320487,500,0.0120425364002585,0.201481401920319,0.786476075649261,plasmid
170691,500,0.0569277368485928,0.487262517213821,0.45580980181694,chromosome
3932429,500,0.737814247608185,0.204947903752327,0.0572378858923912,phage
3752722,500,0.382269859313965,0.3891282081604,0.228601932525635,chromosome
964218,500,0.366833418607712,0.297304421663284,0.335862100124359,phage
1087145,500,0.034317459911108,0.734479963779449,0.231202572584152,chromosome
1064511,500,0.00815738923847675,0.301500678062439,0.690341949462891,plasmid
697443,500,0.117930211126804,0.26801985502243,0.614049911499023,plasmid
3196203,500,0.00844937097281218,0.980333030223846,0.0112176369875669,chromosome
2148232,500,0.000299396371701732,0.880569338798523,0.119131334125996,chromosome
875589,500,0.00170331599656492,0.818980038166046,0.17931655049324,chromosome
862889,500,4.65242337668315e-05,0.777912318706512,0.222041189670563,chromosome
531667,500,0.0042897411622107,0.851040840148926,0.144669517874718,chromosome
3956037,500,0.00163864973001182,0.876086592674255,0.122274748980999,chromosome
711855,500,0.0192773640155792,0.718815922737122,0.261906683444977,chromosome
2941164,500,0.0274762883782387,0.551979184150696,0.420544475317001,chromosome
2323554,500,0.000690565328113735,0.792239785194397,0.207069620490074,chromosome
3712049,500,0.924194037914276,0.0689532980322838,0.00685256998986006,phage
1616035,500,0.936988174915314,0.0408980324864388,0.0221138168126345,phage
4087275,500,0.129099175333977,0.305790066719055,0.565110802650452,plasmid
4024358,500,0.784234046936035,0.119208067655563,0.0965579226613045,phage
3891931,500,0.00595228420570493,0.981569886207581,0.0124778328463435,chromosome
1514452,500,0.00446415692567825,0.646440625190735,0.349095225334167,chromosome
3894931,500,0.0162458270788193,0.936861157417297,0.0468930713832378,chromosome
2640424,500,0.0229253731667995,0.501452028751373,0.475622594356537,chromosome
1645044,500,0.0702158361673355,0.477077662944794,0.452706515789032,chromosome
3758171,500,0.991865336894989,0.000257056643022224,0.00787755846977234,phage
3375714,500,0.00972004421055317,0.548521459102631,0.441758424043655,chromosome
2415984,500,0.00532043678686023,0.392867803573608,0.601811707019806,plasmid
3341815,500,0.0261488631367683,0.796054184436798,0.177796900272369,chromosome
291186,500,0.154658332467079,0.779611647129059,0.0657300055027008,chromosome
1924236,500,0.0421414710581303,0.463291823863983,0.494566768407822,plasmid
1884922,500,0.0875868275761604,0.505655646324158,0.40675750374794,chromosome
2042886,500,0.336491495370865,0.325580924749374,0.337927609682083,plasmid
3820990,500,0.0222953036427498,0.612962424755096,0.36474221944809,chromosome
2823245,500,0.00418762303888798,0.580138862133026,0.415673553943634,chromosome
3647441,500,0.555885910987854,0.274185627698898,0.169928446412086,phage
3964024,500,0.110015735030174,0.32553568482399,0.564448595046997,plasmid
4074274,500,0.999301552772522,0.000383823411539197,0.000314600270939991,phage
4164331,500,0.0650190636515617,0.501411199569702,0.433569699525833,chromosome
25534,500,0.0102577367797494,0.0914295688271523,0.89831268787384,plasmid
2554639,500,0.0922714024782181,0.477613151073456,0.43011549115181,chromosome
2278864,500,0.00408649863675237,0.587370634078979,0.408542811870575,chromosome
3741292,500,0.727847993373871,0.0967041626572609,0.175447821617126,phage
2878021,500,0.00186271604616195,0.0973569080233574,0.900780379772186,plasmid
2894033,500,0.0125994151458144,0.668017864227295,0.319382697343826,chromosome
621275,500,0.101213954389095,0.62841659784317,0.270369470119476,chromosome
1803110,500,0.0011004782281816,0.199639692902565,0.799259841442108,plasmid
2613928,500,0.02000742405653,0.108142331242561,0.871850192546844,plasmid
1974219,500,0.158366605639458,0.177315905690193,0.664317488670349,plasmid
3810074,500,0.00572083750739694,0.784162998199463,0.210116118192673,chromosome
3956086,500,0.00385108240880072,0.936918199062347,0.0592307485640049,chromosome
2664242,500,0.00166238204110414,0.535284340381622,0.463053226470947,chromosome
4039862,500,0.0217472687363625,0.554784655570984,0.423468083143234,chromosome
1812533,500,0.09049042314291,0.795717537403107,0.113791942596436,chromosome
3662529,500,0.930928111076355,0.0240251589566469,0.0450467169284821,phage
1975443,500,0.44242736697197,0.221523508429527,0.336049109697342,phage
3634111,500,0.615726113319397,0.0866548717021942,0.297619044780731,phage
1474533,500,0.290445268154144,0.439300954341888,0.270253837108612,chromosome
37582,500,0.203701049089432,0.413521379232407,0.382777512073517,chromosome
15709,500,0.481964528560638,0.353486359119415,0.164549022912979,phage
3630249,500,0.0213474165648222,0.855229616165161,0.123422935605049,chromosome
3748762,500,0.983816206455231,0.00932527240365744,0.00685859005898237,phage
3901273,500,0.11997277289629,0.429549872875214,0.4504773914814,plasmid
998265,500,0.283805698156357,0.388424873352051,0.327769428491592,chromosome
3743098,500,0.998146176338196,0.00140200753230602,0.000451834581326693,phage
108119,500,0.099286824464798,0.899533033370972,0.0011800997890532,chromosome
3380609,500,0.0433189161121845,0.364363729953766,0.592317402362823,plasmid
824615,500,0.000290029565803707,0.880665063858032,0.119044877588749,chromosome
532338,500,0.0861654952168465,0.731769442558289,0.182065173983574,chromosome
1588384,500,0.0326388850808144,0.272828340530396,0.694532752037048,plasmid
3846891,500,0.974970042705536,0.00228314846754074,0.0227467995136976,phage
4007884,500,0.796358406543732,0.0546397790312767,0.149001762270927,phage
2250382,500,0.000269219162873924,0.354323744773865,0.645407021045685,plasmid
3580817,500,0.0346463285386562,0.47417289018631,0.491180747747421,plasmid
3170055,500,0.000456696085166186,0.391107380390167,0.608435928821564,plasmid
999127,500,0.109234638512135,0.343975216150284,0.54679012298584,plasmid
3893621,500,0.0120107792317867,0.979683876037598,0.0083053782582283,chromosome
1017783,500,0.0875466614961624,0.394658625125885,0.517794668674469,plasmid
581423,500,0.843379735946655,0.0886764824390411,0.0679438188672066,phage
1047688,500,0.0442281365394592,0.17763315141201,0.778138756752014,plasmid
3932432,500,0.733443796634674,0.154731765389442,0.11182440072298,phage
4093290,500,0.196752101182938,0.553406536579132,0.249841332435608,chromosome
978349,500,0.502370476722717,0.354068845510483,0.143560633063316,phage
1202975,500,0.0633663088083267,0.502537906169891,0.434095829725266,chromosome
555889,500,0.681588530540466,0.251821339130402,0.0665901750326157,phage
1841858,500,0.0150610981509089,0.762619435787201,0.222319409251213,chromosome
3808432,500,0.0949311256408691,0.699577748775482,0.205491155385971,chromosome
3862745,500,0.945495784282684,0.0171834379434586,0.0373207069933414,phage
2634510,500,0.0246478524059057,0.490957379341125,0.484394669532776,chromosome
1765882,500,0.00441741244867444,0.982593715190887,0.0129888774827123,chromosome
3845409,500,0.895089685916901,0.0239780619740486,0.080932192504406,phage
2750028,500,0.0042006284929812,0.918412983417511,0.0773863419890404,chromosome
957388,500,0.00260678236372769,0.928154468536377,0.0692387893795967,chromosome
3940581,500,0.906304240226746,0.0433083735406399,0.0503873787820339,phage
2222595,500,0.0159260928630829,0.812132179737091,0.171941801905632,chromosome
1370658,500,0.435896158218384,0.301493108272552,0.262610763311386,phage
2669710,500,0.00203412352129817,0.413781553506851,0.584184288978577,plasmid
891607,500,0.00039056278183125,0.647899925708771,0.351709425449371,chromosome
421409,500,3.74004011973739e-05,0.812037587165833,0.187925115227699,chromosome
2280221,500,0.0132005969062448,0.91986483335495,0.0669346451759338,chromosome
65695,500,0.11018168926239,0.349676489830017,0.540141820907593,plasmid
3686629,500,0.00689335586503148,0.911274313926697,0.0818322747945786,chromosome
4057138,500,0.751591622829437,0.122539632022381,0.125868767499924,phage
74252,500,0.0193980634212494,0.755421042442322,0.225180879235268,chromosome
3809673,500,0.0337208472192287,0.270644992589951,0.695634186267853,plasmid
650036,500,0.00116560864262283,0.874756157398224,0.124078199267387,chromosome
3903817,500,0.759687066078186,0.0701603293418884,0.170152574777603,phage
3925069,500,0.969229876995087,0.0120621044188738,0.0187079645693302,phage
4164377,500,0.0987011268734932,0.738430857658386,0.162868022918701,chromosome
4152984,500,0.1044557467103,0.280087828636169,0.615456461906433,plasmid
2239339,500,0.00620068982243538,0.900384068489075,0.093415267765522,chromosome
1368609,500,0.714404046535492,0.0620953440666199,0.223500579595566,phage
940186,500,0.00419945409521461,0.740829050540924,0.254971474409103,chromosome
3828540,500,0.999335706233978,0.000289431627606973,0.000374815543182194,phage
4142931,500,0.396097779273987,0.216784924268723,0.387117296457291,phage
200861,500,0.680826544761658,0.120018266141415,0.199155211448669,phage
1591334,500,0.0154653154313564,0.216100782155991,0.768433809280396,plasmid
3677704,500,0.0121560338884592,0.385575950145721,0.602267980575562,plasmid
3635905,500,0.987563252449036,0.00462632486596704,0.00781040592119098,phage
1219950,500,0.983214139938354,0.0113404616713524,0.00544538861140609,phage
2873247,500,0.000227595432079397,0.149228379130363,0.850544035434723,plasmid
962195,500,0.0609802901744843,0.586173057556152,0.352846592664719,chromosome
3342604,500,0.00849949847906828,0.557600021362305,0.433900415897369,chromosome
3603312,500,0.00192033778876066,0.1185212880373,0.879558324813843,plasmid
984575,500,0.0487720891833305,0.511399447917938,0.439828425645828,chromosome
918833,500,0.336724013090134,0.356501787900925,0.306774258613586,chromosome
2019333,500,2.61675813817419e-05,0.929329514503479,0.0706443563103676,chromosome
394644,500,0.115914702415466,0.286910772323608,0.597174465656281,plasmid
3833492,500,0.77697229385376,0.0750719457864761,0.147955700755119,phage
1778866,500,0.0317428931593895,0.7963627576828,0.171894297003746,chromosome
785532,500,0.0106849856674671,0.260876893997192,0.728438079357147,plasmid
38804,500,0.108764067292213,0.308923542499542,0.582312345504761,plasmid
4071890,500,0.0331545174121857,0.275915175676346,0.690930306911469,plasmid
1292433,500,0.341195195913315,0.306906819343567,0.351898044347763,plasmid
805278,500,0.0368027463555336,0.48852077126503,0.474676489830017,chromosome
999798,500,0.0165363922715187,0.189899548888206,0.793564081192017,plasmid
3804633,500,0.00246117194183171,0.518489062786102,0.479049772024155,chromosome
3793228,500,0.564764797687531,0.283065289258957,0.152169898152351,phage
3632448,500,0.979287624359131,0.00292502506636083,0.0177873726934195,phage
2247810,500,0.244524717330933,0.297327488660812,0.458147794008255,plasmid
3988639,500,0.223394259810448,0.561196804046631,0.215408995747566,chromosome
1734562,500,0.0213397555053234,0.863569974899292,0.115090228617191,chromosome
3494227,500,0.0691366344690323,0.174080938100815,0.756782472133636,plasmid
900479,500,0.568076491355896,0.383454293012619,0.048469178378582,phage
3647481,500,0.997600495815277,0.00109136826358736,0.00130813149735332,phage
1452344,500,0.0364563204348087,0.480356365442276,0.483187347650528,plasmid
3903172,500,0.0217481888830662,0.230843991041183,0.747407853603363,plasmid
1890175,500,0.727846503257751,0.132531359791756,0.139622151851654,phage
4121949,500,0.836472392082214,0.0580371543765068,0.105490401387215,phage
3662991,500,0.00339647568762302,0.624303996562958,0.372299492359161,chromosome
4108490,500,0.153625264763832,0.168634369969368,0.677740335464478,plasmid
3458027,500,0.000755158078391105,0.955972731113434,0.0432722009718418,chromosome
2804039,500,0.050539892166853,0.568692624568939,0.380767494440079,chromosome
3665297,500,0.0477508306503296,0.448617577552795,0.503631591796875,plasmid
4159945,500,0.00945202447474003,0.697650194168091,0.292897790670395,chromosome
268741,500,0.0742456391453743,0.263271391391754,0.662482976913452,plasmid
4039346,500,0.228256031870842,0.302304744720459,0.46943923830986,plasmid
1288514,500,0.121724739670753,0.444357812404633,0.433917433023453,chromosome
2658072,500,0.306802242994308,0.259014278650284,0.434183418750763,plasmid
640810,500,0.00118063401896507,0.866014361381531,0.132805004715919,chromosome
3127146,500,0.0558177940547466,0.775906205177307,0.16827604174614,chromosome
1877170,500,0.0831251889467239,0.256561934947968,0.66031289100647,plasmid
3978263,500,0.0519369728863239,0.804753243923187,0.143309757113457,chromosome
3679485,500,0.999308943748474,0.000386194355087355,0.000304864544887096,phage
372521,500,0.00438857357949018,0.650537371635437,0.345074057579041,chromosome
1941950,500,1.23689751490019e-05,0.529046356678009,0.470941215753555,chromosome
29074,500,0.054216381162405,0.46176552772522,0.484018057584763,plasmid
1861624,500,0.044321708381176,0.262308567762375,0.693369686603546,plasmid
4074894,500,0.763548970222473,0.0958450064063072,0.140606015920639,phage
2406849,500,0.109733730554581,0.142711475491524,0.747554838657379,plasmid
1467570,500,0.0421876162290573,0.86873459815979,0.0890777781605721,chromosome
4155710,500,0.93351012468338,0.0398380607366562,0.0266518443822861,phage
3647663,500,0.25919109582901,0.534651160240173,0.206157743930817,chromosome
3668264,500,0.00611773366108537,0.412150859832764,0.58173143863678,plasmid
3349708,500,0.178803905844688,0.376872718334198,0.444323360919952,plasmid
2410490,500,0.00847857724875212,0.887097358703613,0.104424133896828,chromosome
4130136,500,0.74368816614151,0.0958583056926727,0.160453408956528,phage
587157,500,0.00406318483874202,0.883377373218536,0.112559519708157,chromosome
10478,500,0.0724228397011757,0.551895022392273,0.375682175159454,chromosome
3756402,500,0.541901350021362,0.146463617682457,0.311635047197342,phage
138843,500,0.024277376011014,0.74878203868866,0.226940587162971,chromosome
2803050,500,0.0171328354626894,0.597357094287872,0.385510057210922,chromosome
968683,500,0.0548184737563133,0.443568527698517,0.501612961292267,plasmid
1111857,500,0.00805026851594448,0.697968244552612,0.293981492519379,chromosome
288031,500,0.0364409200847149,0.860163688659668,0.10339542478323,chromosome
3562366,500,0.0386899933218956,0.229773342609406,0.731536686420441,plasmid
1507240,500,0.000803157803602517,0.798073947429657,0.201122850179672,chromosome
4111908,500,0.0939700305461884,0.660299897193909,0.245730012655258,chromosome
3753173,500,0.870809376239777,0.114929981529713,0.0142606450244784,phage
2369397,500,0.0199284888803959,0.912629067897797,0.0674423724412918,chromosome
2635769,500,0.0117514347657561,0.892107963562012,0.0961406752467155,chromosome
1669260,500,0.00236973399296403,0.480489373207092,0.517140865325928,plasmid
3676719,500,0.0117669813334942,0.811662793159485,0.176570221781731,chromosome
1317085,500,0.0140361031517386,0.328965723514557,0.656998157501221,plasmid
2809153,500,0.031088575720787,0.822412371635437,0.146499022841454,chromosome
3660180,500,0.998600780963898,0.000687275314703584,0.000711970205884427,phage
1025412,500,0.0135842124000192,0.446664124727249,0.539751708507538,plasmid
138781,500,0.0608170591294765,0.717424035072327,0.221759006381035,chromosome
1927521,500,0.0305227190256119,0.221658065915108,0.747819185256958,plasmid
3521122,500,0.008696005679667,0.40631303191185,0.584990978240967,plasmid
3684452,500,0.000974816211964935,0.968730807304382,0.0302943903952837,chromosome
2961789,500,0.00661826878786087,0.641676962375641,0.351704865694046,chromosome
1841532,500,0.0156327728182077,0.717449188232422,0.266918033361435,chromosome
3795246,500,0.997278869152069,0.000598852522671223,0.00212235026992857,phage
1726755,500,0.0110218813642859,0.962189435958862,0.0267886575311422,chromosome
2313663,500,0.00728959823027253,0.719905078411102,0.272805333137512,chromosome
216390,500,0.0505078546702862,0.328479826450348,0.621012270450592,plasmid
3901859,500,0.236507579684258,0.150850012898445,0.612642347812653,plasmid
3889018,500,0.99897038936615,9.44091152632609e-05,0.000935127260163426,phage
4144490,500,0.49091050028801,0.277635425329208,0.231454089283943,phage
3677260,500,0.389206320047379,0.308200716972351,0.30259296298027,phage
3825805,500,0.410950481891632,0.116734772920609,0.472314715385437,plasmid
1478263,500,0.0147376833483577,0.553382396697998,0.431879967451096,chromosome
3375473,500,0.0542272217571735,0.357124596834183,0.588648200035095,plasmid
4040147,500,0.100141890347004,0.876422166824341,0.0234360154718161,chromosome
2943386,500,0.0145433396100998,0.155488476157188,0.829968214035034,plasmid
2914278,500,0.000570407893974334,0.956355154514313,0.0430744960904121,chromosome
3638404,500,0.989363491535187,0.00164919532835484,0.00898731499910355,phage
198576,500,0.0044135139323771,0.732241868972778,0.263344705104828,chromosome
3938181,500,0.140440225601196,0.818210184574127,0.0413495451211929,chromosome
3284383,500,0.277243465185165,0.187286883592606,0.535469591617584,plasmid
3684770,500,0.143431156873703,0.492568969726562,0.363999873399734,chromosome
1153026,500,0.0937563851475716,0.459618479013443,0.446625202894211,chromosome
914980,500,0.84177839756012,0.0503573417663574,0.107864297926426,phage
152264,500,0.262204825878143,0.42765012383461,0.310144990682602,chromosome
3661258,500,0.560044765472412,0.388219326734543,0.0517358630895615,phage
44994,500,0.40400555729866,0.269933521747589,0.326060950756073,phage
3742079,500,0.965920388698578,0.00267113908194005,0.0314084738492966,phage
2890075,500,0.00390167022123933,0.37513867020607,0.6209596991539,plasmid
3218237,500,0.610186219215393,0.259229451417923,0.130584329366684,phage
1163198,500,0.00513531221076846,0.213109388947487,0.781755268573761,plasmid
1459156,500,0.00414485530927777,0.825399935245514,0.170455172657967,chromosome
4073638,500,0.0416255667805672,0.187200784683228,0.771173655986786,plasmid
3548275,500,0.114356212317944,0.319242775440216,0.56640100479126,plasmid
1087276,500,0.00774751277640462,0.950765430927277,0.0414871014654636,chromosome
2565684,500,0.016434958204627,0.0238854419440031,0.959679543972015,plasmid
223127,500,0.0164784640073776,0.207177817821503,0.776343703269958,plasmid
1783496,500,0.102183721959591,0.496730029582977,0.401086211204529,chromosome
2118000,500,0.00731159653514624,0.804152965545654,0.188535332679749,chromosome
2988878,500,0.597965896129608,0.35727733373642,0.0447567217051983,phage
3830566,500,0.998816013336182,0.000178442540345713,0.00100558274425566,phage
4108926,500,0.0125048523768783,0.752186477184296,0.235308647155762,chromosome
3630219,500,0.0346379168331623,0.938024640083313,0.027337372303009,chromosome
4150965,500,0.88584703207016,0.00942899193614721,0.10472397506237,phage
501187,500,0.008360356092453,0.15902578830719,0.832613885402679,plasmid
2300580,500,0.057173665612936,0.479009836912155,0.463816434144974,chromosome
2652662,500,0.00604470074176788,0.92934662103653,0.064608596265316,chromosome
4041914,500,0.0419685542583466,0.535128951072693,0.422902494668961,chromosome
1169554,500,0.043453935533762,0.577004432678223,0.379541665315628,chromosome
3678024,500,0.174421608448029,0.659714639186859,0.16586372256279,chromosome
3827939,500,0.989507138729095,0.00141909881494939,0.00907380413264036,phage
1207078,500,0.106424316763878,0.38542303442955,0.508152663707733,plasmid
1064900,500,0.0727959126234055,0.203615546226501,0.723588526248932,plasmid
185200,500,0.00850119907408953,0.698216080665588,0.293282806873322,chromosome
4113466,500,0.0027502216398716,0.679588615894318,0.317661166191101,chromosome
